,Time,Time(s),Temp(K)
0,2016-12-05 20:20:21,0,14.454000473022461
1,2016-12-05 20:20:27,6,14.458999633789062
2,2016-12-05 20:20:32,11,14.456000328063965
3,2016-12-05 20:20:38,17,14.454999923706055
4,2016-12-05 20:20:44,23,14.460000038146973
5,2016-12-05 20:20:49,28,14.46399974822998
6,2016-12-05 20:20:55,34,14.460000038146973
7,2016-12-05 20:21:00,39,14.454999923706055
8,2016-12-05 20:21:05,44,14.461000442504885
9,2016-12-05 20:21:10,49,14.461999893188475
10,2016-12-05 20:21:16,55,14.46399974822998
11,2016-12-05 20:21:22,61,14.470999717712402
12,2016-12-05 20:21:28,67,14.479000091552734
13,2016-12-05 20:21:34,73,14.486000061035154
14,2016-12-05 20:21:39,78,14.480999946594238
15,2016-12-05 20:21:44,83,14.47700023651123
16,2016-12-05 20:21:49,88,14.473999977111815
17,2016-12-05 20:21:54,93,14.468000411987305
18,2016-12-05 20:21:59,98,14.46500015258789
19,2016-12-05 20:22:05,104,14.461000442504885
20,2016-12-05 20:22:11,110,14.460000038146973
21,2016-12-05 20:22:13,112,14.46399974822998
22,2016-12-05 20:22:19,118,14.460000038146973
23,2016-12-05 20:22:24,123,14.46500015258789
24,2016-12-05 20:22:29,128,14.465999603271484
25,2016-12-05 20:22:35,134,14.46399974822998
26,2016-12-05 20:22:41,140,14.468999862670898
27,2016-12-05 20:22:46,145,14.461999893188475
28,2016-12-05 20:22:51,150,14.458000183105467
29,2016-12-05 20:22:56,155,14.461000442504885
30,2016-12-05 20:23:01,160,14.461999893188475
31,2016-12-05 20:23:06,165,14.465999603271484
32,2016-12-05 20:23:12,171,14.46399974822998
33,2016-12-05 20:23:18,177,14.460000038146973
34,2016-12-05 20:23:23,182,14.45699977874756
35,2016-12-05 20:23:29,188,14.460000038146973
36,2016-12-05 20:23:34,193,14.467000007629395
37,2016-12-05 20:23:40,199,14.46500015258789
38,2016-12-05 20:23:45,204,14.467000007629395
39,2016-12-05 20:23:51,210,14.461999893188475
40,2016-12-05 20:23:56,215,14.461999893188475
41,2016-12-05 20:24:02,221,14.458000183105467
42,2016-12-05 20:24:07,226,14.45300006866455
43,2016-12-05 20:24:13,232,14.454999923706055
44,2016-12-05 20:24:18,237,14.451000213623047
45,2016-12-05 20:24:23,242,14.454000473022461
46,2016-12-05 20:24:29,248,14.456000328063965
47,2016-12-05 20:24:34,253,14.45300006866455
48,2016-12-05 20:24:40,259,14.45199966430664
49,2016-12-05 20:24:45,264,14.45199966430664
50,2016-12-05 20:24:51,270,14.449000358581545
51,2016-12-05 20:24:56,275,14.458999633789062
52,2016-12-05 20:25:01,280,14.461000442504885
53,2016-12-05 20:25:07,286,14.458000183105467
54,2016-12-05 20:25:13,292,14.45699977874756
55,2016-12-05 20:25:18,297,14.456000328063965
56,2016-12-05 20:25:24,303,14.454000473022461
57,2016-12-05 20:25:30,309,14.45699977874756
58,2016-12-05 20:25:36,315,14.45300006866455
59,2016-12-05 20:25:42,321,14.45699977874756
60,2016-12-05 20:25:47,326,14.45199966430664
61,2016-12-05 20:25:52,331,14.451000213623047
62,2016-12-05 20:25:58,337,14.446999549865724
63,2016-12-05 20:26:03,342,14.447999954223633
64,2016-12-05 20:26:09,348,14.45199966430664
65,2016-12-05 20:26:14,353,14.451000213623047
66,2016-12-05 20:26:19,358,14.446000099182127
67,2016-12-05 20:26:24,363,14.449000358581545
68,2016-12-05 20:26:30,369,14.447999954223633
69,2016-12-05 20:26:37,376,14.447999954223633
70,2016-12-05 20:26:43,382,14.44499969482422
71,2016-12-05 20:26:49,388,14.44200038909912
72,2016-12-05 20:26:55,394,14.437000274658205
73,2016-12-05 20:27:00,399,14.437000274658205
