,Time,Time(s),Temp(K)
0,2016-12-01 05:44:42,0,-258.45999145507807
1,2016-12-01 05:44:48,6,-258.45999145507807
2,2016-12-01 05:44:54,12,-258.45999145507807
3,2016-12-01 05:44:59,17,-258.45999145507807
4,2016-12-01 05:45:05,23,-258.45999145507807
5,2016-12-01 05:45:10,28,-258.45999145507807
6,2016-12-01 05:45:16,34,-258.45999145507807
7,2016-12-01 05:45:22,40,-258.45999145507807
8,2016-12-01 05:45:27,45,-258.45999145507807
9,2016-12-01 05:45:28,46,-258.45999145507807
10,2016-12-01 05:45:32,50,-258.45999145507807
11,2016-12-01 05:45:38,56,-258.45999145507807
12,2016-12-01 05:45:44,62,-258.45999145507807
13,2016-12-01 05:45:49,67,-258.45999145507807
14,2016-12-01 05:45:54,72,-258.45999145507807
15,2016-12-01 05:45:59,77,-258.45999145507807
16,2016-12-01 05:46:05,83,-258.45999145507807
17,2016-12-01 05:46:10,88,-258.45999145507807
18,2016-12-01 05:46:16,94,-258.45999145507807
19,2016-12-01 05:46:21,99,-258.45999145507807
20,2016-12-01 05:46:26,104,-258.45999145507807
21,2016-12-01 05:46:31,109,-258.45999145507807
22,2016-12-01 05:46:36,114,-258.45999145507807
23,2016-12-01 05:46:41,119,-258.45999145507807
24,2016-12-01 05:46:47,125,-258.45999145507807
25,2016-12-01 05:46:52,130,-258.45999145507807
26,2016-12-01 05:46:57,135,-258.45999145507807
27,2016-12-01 05:47:03,141,-258.45999145507807
28,2016-12-01 05:47:09,147,-258.45999145507807
29,2016-12-01 05:47:14,152,-258.45999145507807
30,2016-12-01 05:47:20,158,-258.45999145507807
31,2016-12-01 05:47:25,163,-258.45999145507807
32,2016-12-01 05:47:30,168,-258.45999145507807
33,2016-12-01 05:47:36,174,-258.45999145507807
34,2016-12-01 05:47:42,180,-258.45999145507807
35,2016-12-01 05:47:47,185,-258.45999145507807
36,2016-12-01 05:47:52,190,-258.45999145507807
37,2016-12-01 05:47:57,195,-258.45999145507807
38,2016-12-01 05:48:02,200,-258.45999145507807
39,2016-12-01 05:48:07,205,-258.45999145507807
40,2016-12-01 05:48:12,210,-258.45999145507807
41,2016-12-01 05:48:18,216,-258.45999145507807
42,2016-12-01 05:48:24,222,-258.45999145507807
43,2016-12-01 05:48:29,227,-258.45999145507807
44,2016-12-01 05:48:34,232,-258.45999145507807
45,2016-12-01 05:48:40,238,-258.45999145507807
46,2016-12-01 05:48:46,244,-258.45999145507807
47,2016-12-01 05:48:51,249,-258.45999145507807
48,2016-12-01 05:48:57,255,-258.45999145507807
49,2016-12-01 05:49:02,260,-258.45999145507807
50,2016-12-01 05:49:08,266,-258.45999145507807
51,2016-12-01 05:49:13,271,-258.45999145507807
52,2016-12-01 05:49:19,277,-258.45999145507807
53,2016-12-01 05:49:25,283,-258.45999145507807
54,2016-12-01 05:49:30,288,-258.45999145507807
55,2016-12-01 05:49:36,294,-258.45999145507807
56,2016-12-01 05:49:41,299,-258.45999145507807
57,2016-12-01 05:49:47,305,-258.45999145507807
58,2016-12-01 05:49:54,312,-258.45999145507807
59,2016-12-01 05:49:59,317,-258.45999145507807
60,2016-12-01 05:50:05,323,-258.45999145507807
61,2016-12-01 05:50:11,329,-258.45999145507807
62,2016-12-01 05:50:16,334,-258.45999145507807
63,2016-12-01 05:50:21,339,-258.45999145507807
64,2016-12-01 05:50:26,344,-258.45999145507807
65,2016-12-01 05:50:31,349,-258.45999145507807
66,2016-12-01 05:50:36,354,-258.45999145507807
67,2016-12-01 05:50:42,360,-258.45999145507807
68,2016-12-01 05:50:48,366,-258.45999145507807
69,2016-12-01 05:50:53,371,-258.45999145507807
70,2016-12-01 05:50:58,376,-258.45999145507807
71,2016-12-01 05:51:03,381,-258.45999145507807
72,2016-12-01 05:51:09,387,-258.45999145507807
73,2016-12-01 05:51:14,392,-258.45999145507807
74,2016-12-01 05:51:20,398,-258.45999145507807
75,2016-12-01 05:51:26,404,-258.45999145507807
76,2016-12-01 05:51:31,409,-258.45999145507807
77,2016-12-01 05:51:36,414,-258.45999145507807
78,2016-12-01 05:51:42,420,-258.45999145507807
79,2016-12-01 05:51:47,425,-258.45999145507807
80,2016-12-01 05:51:52,430,-258.45999145507807
81,2016-12-01 05:51:57,435,-258.45999145507807
82,2016-12-01 05:52:02,440,-258.45999145507807
83,2016-12-01 05:52:07,445,-258.45999145507807
84,2016-12-01 05:52:12,450,-258.45999145507807
85,2016-12-01 05:52:17,455,-258.45999145507807
86,2016-12-01 05:52:23,461,-258.45999145507807
87,2016-12-01 05:52:29,467,-258.45999145507807
88,2016-12-01 05:52:35,473,-258.45999145507807
89,2016-12-01 05:52:40,478,-258.45999145507807
90,2016-12-01 05:52:46,484,-258.45999145507807
91,2016-12-01 05:52:51,489,-258.45999145507807
92,2016-12-01 05:52:56,494,-258.45999145507807
