,Time,Time(s),Temp(K)
0,2016-12-01 04:46:16,0,-258.45999145507807
1,2016-12-01 04:46:21,5,-258.45999145507807
2,2016-12-01 04:46:27,11,-258.45999145507807
3,2016-12-01 04:46:32,16,-258.45999145507807
4,2016-12-01 04:46:37,21,-265.3599853515625
5,2016-12-01 04:46:42,26,-258.45999145507807
6,2016-12-01 04:46:48,32,-265.3599853515625
7,2016-12-01 04:46:54,38,-258.45999145507807
8,2016-12-01 04:46:59,43,-258.45999145507807
9,2016-12-01 04:47:03,47,-258.45999145507807
10,2016-12-01 04:47:05,49,-258.45999145507807
11,2016-12-01 04:47:10,54,-258.45999145507807
12,2016-12-01 04:47:16,60,-258.45999145507807
13,2016-12-01 04:47:21,65,-258.45999145507807
14,2016-12-01 04:47:26,70,-258.45999145507807
15,2016-12-01 04:47:32,76,-258.45999145507807
16,2016-12-01 04:47:38,82,-258.45999145507807
17,2016-12-01 04:47:43,87,-258.45999145507807
18,2016-12-01 04:47:48,92,-258.45999145507807
19,2016-12-01 04:47:54,98,-258.45999145507807
20,2016-12-01 04:48:00,104,-258.45999145507807
21,2016-12-01 04:48:05,109,-258.45999145507807
22,2016-12-01 04:48:10,114,-258.45999145507807
23,2016-12-01 04:48:16,120,-258.45999145507807
24,2016-12-01 04:48:22,126,-258.45999145507807
25,2016-12-01 04:48:27,131,-258.45999145507807
26,2016-12-01 04:48:32,136,-258.45999145507807
27,2016-12-01 04:48:37,141,-258.45999145507807
28,2016-12-01 04:48:42,146,-258.45999145507807
29,2016-12-01 04:48:47,151,-258.45999145507807
30,2016-12-01 04:48:52,156,-258.45999145507807
31,2016-12-01 04:48:57,161,-258.45999145507807
32,2016-12-01 04:49:02,166,-258.45999145507807
33,2016-12-01 04:49:08,172,-258.45999145507807
34,2016-12-01 04:49:13,177,-258.45999145507807
35,2016-12-01 04:49:19,183,-258.45999145507807
36,2016-12-01 04:49:24,188,-258.45999145507807
37,2016-12-01 04:49:29,193,-258.45999145507807
38,2016-12-01 04:49:34,198,-258.45999145507807
39,2016-12-01 04:49:40,204,-258.45999145507807
40,2016-12-01 04:49:46,210,-258.45999145507807
41,2016-12-01 04:49:51,215,-258.45999145507807
42,2016-12-01 04:49:57,221,-258.45999145507807
43,2016-12-01 04:50:02,226,-258.45999145507807
44,2016-12-01 04:50:08,232,-258.45999145507807
45,2016-12-01 04:50:13,237,-258.45999145507807
46,2016-12-01 04:50:18,242,-258.45999145507807
47,2016-12-01 04:50:24,248,-265.3599853515625
48,2016-12-01 04:50:30,254,-258.45999145507807
49,2016-12-01 04:50:36,260,-258.45999145507807
50,2016-12-01 04:50:41,265,-258.45999145507807
51,2016-12-01 04:50:46,270,-258.45999145507807
52,2016-12-01 04:50:51,275,-258.45999145507807
53,2016-12-01 04:50:57,281,-258.45999145507807
54,2016-12-01 04:51:03,287,-258.45999145507807
55,2016-12-01 04:51:09,293,-258.45999145507807
56,2016-12-01 04:51:14,298,-258.45999145507807
57,2016-12-01 04:51:20,304,-258.45999145507807
58,2016-12-01 04:51:27,311,-258.45999145507807
59,2016-12-01 04:51:33,317,-258.45999145507807
60,2016-12-01 04:51:39,323,-258.45999145507807
61,2016-12-01 04:51:44,328,-258.45999145507807
62,2016-12-01 04:51:49,333,-258.45999145507807
63,2016-12-01 04:51:55,339,-258.45999145507807
64,2016-12-01 04:52:00,344,-258.45999145507807
65,2016-12-01 04:52:05,349,-258.45999145507807
66,2016-12-01 04:52:10,354,-258.45999145507807
67,2016-12-01 04:52:15,359,-258.45999145507807
68,2016-12-01 04:52:21,365,-258.45999145507807
69,2016-12-01 04:52:26,370,-258.45999145507807
70,2016-12-01 04:52:32,376,-258.45999145507807
71,2016-12-01 04:52:38,382,-258.45999145507807
72,2016-12-01 04:52:44,388,-258.45999145507807
73,2016-12-01 04:52:49,393,-258.45999145507807
74,2016-12-01 04:52:55,399,-258.45999145507807
