,Time,Time(s),Temp(K)
0,2016-12-05 22:22:24,0,13.55799961090088
1,2016-12-05 22:22:30,6,13.560999870300293
2,2016-12-05 22:22:35,11,13.562000274658205
3,2016-12-05 22:22:41,17,13.5600004196167
4,2016-12-05 22:22:46,22,13.559000015258787
5,2016-12-05 22:22:51,27,13.55799961090088
6,2016-12-05 22:22:57,33,13.54300022125244
7,2016-12-05 22:23:02,38,13.524999618530273
8,2016-12-05 22:23:08,44,13.515000343322756
9,2016-12-05 22:23:13,49,13.506999969482422
10,2016-12-05 22:23:19,55,13.503999710083008
11,2016-12-05 22:23:24,60,13.508999824523926
12,2016-12-05 22:23:29,65,13.510000228881836
13,2016-12-05 22:23:34,70,13.508000373840332
14,2016-12-05 22:23:39,75,13.510000228881836
15,2016-12-05 22:23:44,80,13.512999534606935
16,2016-12-05 22:23:48,84,13.515000343322756
17,2016-12-05 22:23:50,86,13.515999794006348
18,2016-12-05 22:23:55,91,13.513999938964846
19,2016-12-05 22:24:01,97,13.51200008392334
20,2016-12-05 22:24:06,102,13.503999710083008
21,2016-12-05 22:24:12,108,13.503999710083008
22,2016-12-05 22:24:17,113,13.508000373840332
23,2016-12-05 22:24:23,119,13.505000114440918
24,2016-12-05 22:24:28,124,13.505999565124512
25,2016-12-05 22:24:34,130,13.508000373840332
26,2016-12-05 22:24:39,135,13.508000373840332
27,2016-12-05 22:24:45,141,13.506999969482422
28,2016-12-05 22:24:50,146,13.508999824523926
29,2016-12-05 22:24:56,152,13.510000228881836
30,2016-12-05 22:25:02,158,13.51200008392334
31,2016-12-05 22:25:08,164,13.510000228881836
32,2016-12-05 22:25:13,169,13.513999938964846
33,2016-12-05 22:25:18,174,13.513999938964846
34,2016-12-05 22:25:23,179,13.517000198364258
35,2016-12-05 22:25:28,184,13.520000457763672
36,2016-12-05 22:25:33,189,13.517000198364258
37,2016-12-05 22:25:38,194,13.515999794006348
38,2016-12-05 22:25:43,199,13.515000343322756
39,2016-12-05 22:25:48,204,13.515999794006348
40,2016-12-05 22:25:54,210,13.519000053405762
41,2016-12-05 22:26:00,216,13.519000053405762
42,2016-12-05 22:26:05,221,13.517000198364258
43,2016-12-05 22:26:10,226,13.515000343322756
44,2016-12-05 22:26:15,231,13.513999938964846
45,2016-12-05 22:26:21,237,13.51099967956543
46,2016-12-05 22:26:26,242,13.506999969482422
47,2016-12-05 22:26:31,247,13.506999969482422
48,2016-12-05 22:26:36,252,13.505999565124512
49,2016-12-05 22:26:42,258,13.503000259399414
50,2016-12-05 22:26:47,263,13.49899959564209
51,2016-12-05 22:26:52,268,13.5
52,2016-12-05 22:26:57,273,13.49899959564209
53,2016-12-05 22:27:02,278,13.496000289916992
54,2016-12-05 22:27:08,284,13.494000434875488
55,2016-12-05 22:27:14,290,13.491000175476074
56,2016-12-05 22:27:22,298,13.484999656677244
57,2016-12-05 22:27:27,303,13.482999801635742
58,2016-12-05 22:27:33,309,13.482999801635742
59,2016-12-05 22:27:38,314,13.487000465393065
60,2016-12-05 22:27:43,319,13.48900032043457
61,2016-12-05 22:27:49,325,13.494000434875488
62,2016-12-05 22:27:55,331,13.494999885559082
63,2016-12-05 22:28:00,336,13.5
64,2016-12-05 22:28:06,342,13.503999710083008
65,2016-12-05 22:28:12,348,13.503999710083008
66,2016-12-05 22:28:18,354,13.506999969482422
67,2016-12-05 22:28:23,359,13.508999824523926
68,2016-12-05 22:28:29,365,13.508999824523926
69,2016-12-05 22:28:34,370,13.508999824523926
70,2016-12-05 22:28:40,376,13.508999824523926
71,2016-12-05 22:28:45,381,13.506999969482422
72,2016-12-05 22:28:50,386,13.503000259399414
73,2016-12-05 22:28:55,391,13.5
74,2016-12-05 22:29:02,398,13.5
